Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,COUNT
PHAX,0,0,0,0,0,0,0,0,0,0,0
TXNIP,0,0,0,0,1,0,0,0,0,0,1
TTC39B,0,0,0,0,0,0,0,0,0,0,0
SAMSN1,0,0,0,0,0,0,0,0,0,0,0
RNF31,0,0,0,0,0,0,0,0,0,0,0
GIGYF1,0,1,0,0,0,0,0,0,0,0,1
FOXJ1,0,0,0,0,0,0,0,0,0,0,0
NUP54,0,0,0,0,0,0,0,0,0,0,0
ARPC4,0,0,0,0,0,0,0,0,0,0,0
NFKBID,0,0,0,0,0,0,0,0,0,0,0
HNRNPH3,0,0,0,0,0,0,0,0,0,0,0
SLITRK5,1,0,0,1,0,0,0,1,0,0,3
ERICH1,0,0,0,0,0,0,0,0,0,0,0
TMEM141,0,0,0,0,0,0,0,0,0,0,0
EXOC3,0,0,0,0,0,0,0,0,0,0,0
PLSCR3,0,0,0,0,0,0,0,0,0,0,0
POLA1,1,1,1,0,0,0,0,0,0,0,3
PIAS1,1,0,0,0,0,0,0,0,0,0,1
TNFRSF17,0,0,0,0,0,1,0,0,0,0,1
NLK,0,0,0,0,0,0,0,0,0,0,0
IQCB1,1,0,0,0,0,0,0,0,0,0,1
ARPC1A,0,0,0,0,0,0,0,0,0,0,0
AP2M1,0,0,0,0,0,0,0,0,0,0,0
TLR2,0,0,0,0,0,0,0,0,0,0,0
UNC13D,0,0,0,0,0,0,0,0,0,0,0
ADH6,0,0,0,0,0,0,0,0,0,0,0
ATXN7L1,0,1,0,0,0,0,0,0,0,0,1
SYNGR3,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,0,0,0,0,0,0,0,0,0,0,0
PLB1,0,0,0,0,1,0,0,0,0,0,1
CDK5RAP3,0,0,0,0,0,0,0,0,0,0,0
FCHSD2,0,0,0,0,0,0,0,0,0,0,0
ANKRD46,0,0,0,0,0,0,0,0,0,0,0
HCFC1R1,0,0,0,0,0,0,0,0,0,0,0
EPS8L1,0,0,0,0,0,0,0,0,0,0,0
CRADD,0,1,0,0,0,0,0,0,0,0,1
MEI1,0,0,0,0,1,0,0,0,0,0,1
DAB1,0,0,0,0,0,0,0,0,0,0,0
ARV1,0,0,0,0,0,0,0,0,0,0,0
EEF1A1,0,0,0,0,0,0,0,0,0,0,0
UBE2I,0,0,0,0,0,0,0,0,0,0,0
EIF1,0,0,0,0,0,0,0,0,0,0,0
ZC2HC1A,0,0,0,0,0,0,0,0,0,0,0
LYSMD2,0,0,0,0,0,0,0,0,0,0,0
EXOG,0,0,0,1,0,0,0,0,0,0,1
CEP57,0,0,0,0,0,0,0,0,0,0,0
POLR2D,0,0,0,0,0,0,0,0,0,0,0
PMCH,0,0,0,0,0,0,0,0,0,0,0
GAB2,0,0,0,0,0,0,0,0,0,0,0
COL15A1,1,0,0,0,0,0,0,0,0,0,1
USP18,0,0,0,0,0,0,0,0,0,0,0
CUL9,1,0,1,0,0,0,0,0,0,0,2
BLCAP,0,0,0,0,0,0,0,0,0,0,0
FBXW5,0,0,0,0,0,0,0,0,0,0,0
NDUFA11,0,0,0,0,0,0,0,0,0,0,0
RUSC2,0,0,0,0,0,0,0,0,0,0,0
LIN54,0,1,0,0,0,0,0,0,0,0,1
TXNL1,0,0,0,0,0,0,0,0,0,0,0
GLRX,0,0,0,0,0,0,0,0,0,0,0
MCM3,0,0,0,0,0,0,0,0,0,0,0
NCR3,0,0,0,0,1,0,0,0,0,0,1
RGS17,0,0,0,0,0,0,0,0,0,0,0
CLIC4,0,0,0,0,0,0,0,0,0,0,0
PSMD6,0,0,0,0,0,0,0,0,0,0,0
ENPP1,1,0,0,0,0,0,0,0,0,0,1
TSPYL6,0,0,0,0,0,0,0,0,0,0,0
ERCC6L2,0,0,0,0,0,0,0,0,0,0,0
LRRC45,0,0,0,0,0,0,0,0,0,0,0
GPR3,0,0,0,0,0,1,0,0,0,0,1
FBXO11,0,0,0,0,1,0,0,0,0,0,1
MAFF,0,0,0,0,0,0,0,0,0,0,0
PIF1,0,0,0,0,0,0,0,0,0,0,0
GNGT2,0,0,0,0,0,0,0,0,0,0,0
KDM2A,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BD,0,0,0,0,0,0,0,0,0,0,0
ATOX1,0,0,0,0,0,0,0,0,0,0,0
GJD3,0,0,0,0,0,0,0,0,0,0,0
ZBTB20,0,0,0,0,0,1,0,0,0,0,1
CDT1,0,0,0,0,0,0,0,0,0,0,0
MRFAP1L1,0,0,0,0,0,0,0,0,0,0,0
TMOD2,0,0,0,0,0,0,0,0,0,0,0
CCDC121,0,0,0,0,0,0,0,0,0,0,0
TRIM21,0,0,0,0,0,0,0,0,0,0,0
DTX4,0,0,0,1,0,0,0,0,0,0,1
AZIN1,0,0,0,0,0,1,0,0,0,0,1
DPEP3,0,0,1,0,0,0,0,0,0,0,1
GP1BA,0,0,0,0,0,0,0,0,0,0,0
COPS8,0,0,0,0,0,0,0,0,0,0,0
IPPK,0,0,0,0,0,0,0,0,0,0,0
PRDM5,0,0,0,0,0,0,0,1,0,0,1
A4GNT,0,0,1,0,0,0,0,0,0,0,1
ACO1,1,0,1,0,0,0,0,0,0,0,2
ZNF324,0,0,0,0,0,0,0,0,0,0,0
ATF4,1,0,0,0,0,0,0,0,0,0,1
UBD,0,0,0,0,0,0,0,0,0,0,0
TWSG1,0,0,0,0,0,0,0,0,0,0,0
C1orf198,0,0,0,0,0,0,0,0,0,0,0
CTPS1,1,0,0,0,0,0,0,0,0,0,1
RSC1A1,0,0,0,0,0,1,0,0,0,0,1
ZNF454,0,0,0,0,0,0,0,0,0,0,0
CD40LG,0,0,0,0,0,0,0,0,0,0,0
B3GALT2,0,0,0,0,0,0,0,0,0,0,0
ISL2,0,0,0,0,0,0,0,0,0,0,0
INPP5B,0,0,1,0,0,0,0,0,0,0,1
CD244,0,0,0,0,0,0,0,0,0,0,0
RAD18,0,0,0,0,0,0,0,0,0,0,0
CRNKL1,0,0,0,0,0,0,0,0,0,0,0
ZNF691,0,0,0,0,0,0,0,0,0,0,0
HDAC3,0,0,0,0,0,0,0,0,0,0,0
WASL,0,0,0,0,0,0,0,0,0,0,0
DOCK7,0,1,0,0,0,0,0,0,0,0,1
ASAP1,0,0,0,0,0,0,0,0,0,0,0
TET2,0,0,0,0,0,0,0,0,0,0,0
MTG2,0,0,0,0,0,0,0,0,0,0,0
TTBK2,0,0,1,0,0,0,0,0,0,0,1
TRIM62,0,0,0,0,0,0,0,0,0,0,0
R3HDM2,0,1,0,0,0,0,0,0,0,0,1
METTL14,0,0,0,0,0,0,1,0,0,0,1
NDUFB1,0,0,0,0,0,0,0,0,0,0,0
AGO4,0,0,0,0,0,0,0,0,0,0,0
PCDHB10,0,1,0,0,0,0,0,0,0,0,1
PIP5KL1,0,0,0,0,0,0,0,0,0,0,0
TEKT5,0,0,0,0,0,0,0,0,0,0,0
TTLL5,1,0,0,0,0,0,0,0,0,0,1
ZDBF2,1,1,1,0,0,0,0,0,0,0,3
ABCC10,0,0,0,0,0,0,0,0,0,0,0
ULBP2,0,0,0,0,0,0,0,0,0,0,0
PCDHGA3,0,0,0,0,0,0,0,0,0,0,0
ANKRD1,0,0,0,0,0,1,0,0,0,0,1
LRP3,0,0,0,0,0,0,0,0,0,0,0
TAZ,0,1,0,0,0,0,0,0,0,0,1
LRP11,0,0,0,0,0,0,0,0,0,0,0
EGLN3,0,0,0,0,0,0,0,0,0,0,0
PTPRM,0,0,0,0,0,0,0,0,0,0,0
FNTA,0,0,0,0,0,0,0,0,0,0,0
PXK,0,1,0,0,0,0,0,0,0,0,1
SLC4A5,0,0,0,0,0,0,0,0,0,0,0
SLC25A17,0,0,0,0,0,0,0,0,0,0,0
PRPF3,0,0,0,0,1,0,0,0,0,0,1
C12orf57,0,0,0,0,0,0,0,0,0,0,0
EMC6,0,0,0,0,0,0,0,0,0,0,0
CAMKV,0,0,0,0,0,0,0,0,0,0,0
MTA2,0,1,1,0,0,0,0,0,0,0,2
ABCD4,0,0,0,0,0,0,0,0,0,0,0
KLRC2,0,0,0,0,0,0,0,0,0,0,0
ACOT6,0,0,0,0,0,0,0,0,0,0,0
CDHR5,0,0,0,0,0,0,0,0,0,0,0
SRP19,0,0,0,0,0,0,0,0,0,0,0
FAM169A,0,0,0,0,0,0,0,0,0,0,0
MSC,0,0,0,0,0,0,0,0,0,0,0
NT5C1B,0,0,0,0,0,0,0,0,0,0,0
ITM2C,0,0,0,0,0,0,0,0,0,0,0
SEC16B,0,1,0,0,0,0,0,0,0,0,1
CNIH3,0,0,0,0,0,0,0,0,0,0,0
SAT2,0,0,0,0,0,0,0,0,0,0,0
ZFP91,0,0,0,0,0,1,0,0,0,0,1
GGT6,0,0,0,0,0,0,0,0,0,0,0
AHRR,0,0,0,0,0,0,0,0,0,0,0
RPUSD3,0,0,0,0,0,0,0,0,0,0,0
SNTB1,0,0,0,0,0,0,0,0,0,0,0
GPR108,0,0,0,0,0,0,0,0,0,0,0
HTRA4,0,0,0,0,0,0,0,0,0,0,0
ATP2B1,0,0,0,0,0,0,0,0,0,0,0
BLOC1S3,0,0,0,0,0,0,0,0,0,0,0
TGM4,1,0,0,0,0,0,0,0,0,0,1
LIFR,0,0,0,0,0,0,0,0,0,0,0
CCDC180,0,0,1,0,0,0,0,0,0,0,1
TRPV4,0,0,0,0,0,0,0,0,0,0,0
PITX1,0,0,0,0,0,0,0,0,0,0,0
POU4F1,0,0,0,0,0,0,0,0,0,0,0
SCML4,0,0,0,1,0,0,0,0,0,0,1
PTPRS,0,0,0,0,0,0,0,0,0,0,0
TMEM44,0,0,0,0,0,0,0,0,0,0,0
FEZ2,0,0,0,0,0,0,0,0,0,0,0
KRT222,0,0,0,0,0,0,0,0,0,0,0
PPP1R1A,0,0,0,0,0,0,0,0,0,0,0
STIM2,0,0,0,0,0,0,0,0,0,0,0
KRAS,0,0,1,0,0,0,0,0,0,0,1
PALM,0,0,0,0,0,0,0,0,0,0,0
SCARF2,0,0,0,0,0,0,0,0,0,0,0
REC8,0,0,1,0,0,0,0,0,0,0,1
PRKCI,0,0,0,0,0,0,0,0,0,0,0
GPR84,0,1,0,0,0,0,0,0,0,0,1
COG6,0,0,0,0,0,0,0,0,0,0,0
CAPN5,0,0,0,0,0,0,0,0,0,0,0
PM20D1,0,0,0,0,0,0,0,0,0,0,0
AP1S3,0,0,0,0,0,0,0,0,0,0,0
TUBG1,0,0,0,0,0,0,0,0,0,0,0
LY6G6F,0,0,0,0,0,0,0,0,0,0,0
STX11,0,0,0,0,0,0,0,0,0,0,0
CCDC167,0,0,0,0,0,0,0,0,0,0,0
SLFN12,0,0,0,0,0,0,0,0,0,0,0
LIN52,0,0,0,0,0,0,0,0,0,0,0
MRPL13,0,0,0,0,0,0,0,0,0,0,0
SAP18,0,0,0,0,0,0,0,0,0,0,0
PDE3B,0,0,0,0,0,0,0,0,0,0,0
RELN,0,1,0,0,0,0,0,0,0,0,1
CRIPT,0,0,0,0,0,0,0,0,0,0,0
AK3,0,0,0,0,0,0,0,0,0,0,0
BCL2L13,0,0,0,0,0,0,0,0,0,0,0
KIF19,0,0,0,0,0,0,0,0,0,0,0
RSL1D1,1,0,0,0,1,0,0,0,0,0,2
NEDD1,0,0,0,0,0,0,0,0,0,0,0
TRMT6,0,0,0,0,0,0,0,0,0,0,0
GTF2A2,0,0,0,0,0,0,0,0,0,0,0
HSPH1,0,1,0,0,0,0,0,0,0,0,1
CEP70,0,0,0,0,0,0,0,0,0,0,0
SHOC2,0,0,0,0,0,0,0,0,0,0,0
FBXL13,0,0,0,0,0,0,0,0,0,0,0
DRAM2,0,0,0,0,0,0,0,0,0,0,0
TRIM27,0,0,0,0,0,0,0,0,0,0,0
VPS37D,0,0,0,0,0,0,0,0,0,0,0
NAGPA,0,0,0,0,0,0,0,0,0,0,0
SYDE1,0,0,0,0,0,0,0,0,0,0,0
SETMAR,0,0,0,0,0,0,0,0,0,0,0
SNX19,0,0,0,0,0,0,0,0,0,0,0
NUMBL,0,0,0,0,0,0,0,0,0,0,0
LHX4,0,0,0,0,0,0,0,0,0,0,0
CAMKK2,0,0,1,0,0,0,0,0,0,0,1
MVK,0,0,0,0,0,0,0,0,0,0,0
KRT13,0,0,1,0,0,1,0,0,0,0,2
DNAJC8,0,0,0,0,0,0,0,0,0,0,0
DIP2B,0,1,0,0,0,1,0,0,0,0,2
SHPRH,0,0,0,0,0,0,0,0,0,0,0
E2F3,0,0,0,0,0,0,0,0,0,0,0
FAHD1,0,0,0,0,0,0,0,0,0,0,0
SORCS3,0,0,0,0,0,0,0,0,0,0,0
BST2,0,0,0,0,0,0,0,0,0,0,0
SPTY2D1,1,0,1,0,0,0,0,0,0,0,2
AQP9,1,0,0,0,0,0,0,0,0,0,1
TRMT10A,0,0,0,0,0,0,0,0,0,0,0
TRIM34,0,0,0,0,0,0,0,0,0,0,0
SLFN11,1,0,0,0,0,0,0,0,0,0,1
WBP11,0,0,0,0,0,0,0,0,0,0,0
NEIL1,0,0,0,0,0,0,0,0,0,0,0
ZBED6CL,0,0,0,0,0,0,0,0,0,0,0
AGTR1,0,1,0,0,0,0,0,0,0,0,1
PHKG2,0,0,0,0,0,0,0,0,0,0,0
ZNF28,0,0,0,0,0,0,0,0,0,0,0
NCAPH2,0,0,0,0,0,0,0,0,0,0,0
SBNO2,0,0,0,0,0,0,0,0,0,0,0
SRF,0,0,0,0,0,0,0,0,0,0,0
CADM4,0,0,0,0,0,0,0,0,0,0,0
RNF114,0,0,0,0,0,0,0,0,0,0,0
SAMD13,0,0,0,0,0,0,0,0,0,0,0
DHX37,0,0,0,0,0,0,0,0,0,0,0
TTC3,1,0,0,0,0,0,0,0,0,0,1
LGR6,0,0,0,0,0,0,0,0,0,0,0
DPY19L1,0,0,0,0,0,0,0,0,0,0,0
PROSER1,0,0,0,0,1,0,0,0,0,0,1
OLAH,0,0,0,0,0,0,0,0,0,0,0
NPM2,0,0,0,0,0,0,0,0,0,0,0
NFKBIZ,1,0,0,0,0,0,0,0,0,0,1
LRIG1,0,0,0,0,0,0,0,0,0,0,0
RMDN3,0,0,0,0,0,0,0,0,0,0,0
FAM117A,0,0,0,0,0,0,0,0,0,0,0
FAM78B,0,0,0,0,0,0,0,0,0,0,0
CCDC84,0,0,1,0,0,0,0,0,0,0,1
ATAD5,0,1,1,0,0,0,0,0,0,0,2
HIST1H2AD,0,0,0,0,0,0,0,0,0,0,0
ASCL2,0,0,0,0,0,0,0,0,0,0,0
IGBP1,0,0,0,0,0,0,0,0,0,0,0
STARD7,0,0,0,0,0,0,0,0,0,0,0
LNP1,0,0,0,0,0,0,0,0,0,0,0
OPA3,0,1,0,0,0,0,0,0,0,0,1
CXCR4,0,0,0,0,0,0,0,0,0,0,0
WASF1,0,0,0,0,0,0,0,0,0,0,0
CHAD,0,0,1,0,0,0,0,0,0,0,1
ABCG5,0,1,0,0,0,0,0,0,0,0,1
MYPOP,0,0,0,0,0,0,0,0,0,0,0
STRIP2,0,0,0,0,0,0,0,0,0,0,0
C18orf32,0,0,0,0,0,0,0,0,0,0,0
MRPL21,0,0,0,0,0,0,0,0,0,0,0
GARS,0,0,0,0,0,0,0,0,0,0,0
TRMT44,0,0,0,0,0,0,0,0,0,0,0
GPS2,0,0,0,0,0,0,1,0,0,0,1
IRF2BP2,0,0,0,0,0,0,0,0,0,0,0
ERCC6,0,1,0,0,0,0,0,0,0,0,1
PLN,0,0,0,0,0,0,0,0,0,0,0
ARID2,0,1,0,0,0,0,0,0,0,0,1
C8orf76,0,0,0,0,0,0,0,0,0,0,0
TMEM25,0,0,0,0,0,0,0,0,0,0,0
KCNG1,0,0,0,0,0,0,0,0,0,0,0
WAC,0,1,0,0,0,0,0,0,0,0,1
UBLCP1,0,0,0,0,0,0,0,0,0,0,0
ALMS1,1,1,0,0,0,0,0,1,0,0,3
RAD1,1,0,0,0,0,0,0,0,0,0,1
WSB1,0,0,0,0,0,0,0,0,0,0,0
MGA,1,0,0,0,0,0,0,0,1,0,2
PCMTD2,0,0,0,0,0,0,0,0,0,0,0
ENC1,0,0,0,1,0,0,0,0,0,0,1
PHF20L1,0,0,0,0,0,0,0,0,0,0,0
CLDN3,0,0,0,0,0,0,0,0,0,0,0
ELL2,0,0,0,0,0,0,0,0,0,0,0
TRIM54,0,0,0,0,0,1,0,0,0,0,1
NYNRIN,0,0,0,0,0,0,0,0,0,0,0
PCDHB15,0,0,0,0,0,0,0,0,0,0,0
LY96,0,0,0,0,0,0,0,0,0,0,0
CUL4A,0,0,0,0,0,0,0,0,0,0,0
CTAGE1,0,0,0,0,0,0,0,0,0,0,0
PHKG1,0,0,1,0,0,0,0,0,0,0,1
SLC25A20,0,0,0,0,0,0,0,0,0,0,0
SMIM14,0,0,0,0,0,0,0,0,0,0,0
SLC8A2,0,0,0,1,0,0,0,0,0,0,1
SLC2A3,0,0,0,0,0,0,0,0,0,0,0
PSTPIP2,0,0,0,0,0,0,0,0,0,0,0
B4GALT2,0,0,0,0,0,0,0,0,0,0,0
RNF175,0,0,0,0,0,0,0,0,0,0,0
C8orf37,0,0,0,0,0,0,0,0,0,0,0
TOM1L2,0,0,0,0,0,0,0,0,0,0,0
PMAIP1,0,0,0,0,0,0,0,0,0,0,0
YIPF2,0,0,0,0,0,0,0,0,0,0,0
ARAP2,0,0,0,0,0,0,0,0,0,0,0
USP28,0,0,0,0,0,0,0,0,0,0,0
NFAM1,0,0,0,0,0,0,0,0,0,0,0
AKAP12,0,0,0,0,0,1,1,0,0,0,2
RRBP1,0,0,0,0,0,0,0,0,0,0,0
SUV39H2,0,0,0,0,0,0,0,0,0,0,0
IL18R1,0,0,0,0,0,0,0,0,0,0,0
BAK1,0,0,0,0,0,0,0,0,0,0,0
ZNF513,0,0,0,0,0,0,0,0,0,0,0
KCNJ16,0,0,0,0,0,0,0,0,0,0,0
RAD51AP1,0,0,0,0,0,0,0,0,0,0,0
TUSC2,0,0,0,0,0,0,0,0,0,0,0
RND2,0,0,0,0,0,0,0,0,0,0,0
PPP1R10,1,0,0,0,0,0,0,0,0,0,1
TATDN3,0,0,0,0,0,0,0,0,0,0,0
SHQ1,0,0,0,0,0,0,0,0,0,0,0
NFAT5,0,0,0,1,0,0,0,1,0,0,2
TM9SF3,0,0,0,0,0,0,0,0,0,0,0
RWDD3,0,0,0,0,0,0,0,0,0,0,0
UCK1,0,0,0,0,0,0,0,0,0,0,0
CACNA1D,1,1,0,0,0,0,0,0,0,0,2
TNFAIP3,0,0,0,0,0,0,0,0,0,0,0
COL6A2,0,0,0,0,0,0,0,0,0,0,0
PAPPA,0,0,0,0,0,0,0,0,0,0,0
FERMT1,0,0,0,0,0,0,0,0,0,0,0
EEPD1,0,0,0,0,0,0,0,0,0,0,0
CPVL,0,0,0,0,0,0,0,0,0,0,0
CYB561,0,0,0,0,0,0,0,0,0,0,0
CSF1,0,0,0,0,0,0,0,0,0,0,0
MSH2,0,0,0,0,0,0,0,0,0,0,0
SOX7,0,0,0,0,0,0,0,0,0,0,0
ACY3,0,0,0,0,0,0,0,0,0,0,0
AKAP10,0,0,0,0,0,0,0,0,0,0,0
NFX1,0,0,0,0,0,0,0,1,0,0,1
RRNAD1,0,0,0,0,0,0,0,0,0,0,0
PPBP,0,0,0,0,0,0,0,0,0,0,0
TRA2A,0,0,0,0,0,0,0,0,0,0,0
MGRN1,0,0,0,0,0,0,0,0,0,0,0
ATRIP,0,0,0,0,0,0,0,0,0,0,0
ZFR,0,0,0,0,0,0,0,0,0,0,0
SEMA4F,1,0,0,0,0,0,0,0,0,0,1
CPD,0,0,0,0,0,0,0,0,0,0,0
CEP78,0,0,0,0,0,0,0,0,0,0,0
ADORA2A,0,0,0,0,0,0,0,0,0,0,0
WBP1,0,0,0,0,0,0,0,0,0,0,0
FHL2,0,0,0,0,0,0,0,0,0,0,0
FEN1,0,0,0,0,0,0,0,0,0,0,0
TTC5,0,0,0,0,0,0,0,0,0,0,0
RDH16,0,0,0,0,0,0,0,0,0,0,0
TMEM11,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1A,0,0,0,0,0,0,0,0,0,0,0
BLOC1S1,0,0,0,0,0,0,0,0,0,0,0
ROM1,0,0,1,0,0,0,0,0,0,0,1
EPM2AIP1,0,0,0,0,0,0,0,0,0,0,0
PROM1,0,0,0,0,0,0,0,0,0,0,0
FAM210B,0,1,0,0,0,0,0,0,0,0,1
PRKCB,0,0,0,0,0,0,0,0,0,0,0
RAB7A,0,0,0,0,0,0,0,0,0,0,0
MRPL1,0,0,0,0,0,0,0,0,0,0,0
CCL22,0,0,0,0,0,0,0,0,0,0,0
EHMT1,0,0,0,0,0,0,0,0,0,0,0
KIFC1,0,1,0,0,0,0,0,0,0,0,1
ANK3,1,1,0,0,0,0,0,0,0,0,2
HHIP,0,0,0,0,0,0,0,0,0,0,0
MZT2A,0,0,0,0,0,0,0,0,0,0,0
RILP,0,0,0,0,0,0,0,0,0,0,0
AVL9,1,0,0,0,0,0,0,0,0,0,1
RHOJ,0,1,0,0,0,0,0,0,0,0,1
ALOX15,0,0,0,0,0,0,0,0,0,0,0
SPAG17,0,0,1,0,0,0,0,0,0,0,1
MPV17,0,0,0,0,0,0,0,0,0,0,0
RAB11A,0,0,0,0,0,0,0,0,0,0,0
GIMAP2,0,0,0,0,0,0,0,0,0,0,0
SNRPE,0,0,0,0,0,0,0,0,0,0,0
ANO5,0,0,0,0,0,0,0,0,0,0,0
INCENP,0,0,0,0,0,0,0,0,0,0,0
SUSD4,0,0,0,0,0,0,0,0,0,0,0
ABRA,0,0,0,0,0,0,0,0,0,0,0
OXNAD1,0,0,0,0,0,0,0,0,0,0,0
WIPI1,0,0,0,0,0,0,0,0,0,0,0
MGST3,0,0,0,0,0,0,0,0,0,0,0
CCDC115,0,0,0,0,0,0,0,0,0,0,0
APBB1IP,0,0,0,0,0,0,0,0,0,0,0
NDN,0,0,0,0,0,0,0,0,0,0,0
NPLOC4,0,0,0,0,0,0,0,0,0,0,0
ZWINT,0,0,0,0,0,0,0,0,0,0,0
CTNNBIP1,0,0,0,0,0,0,0,0,0,0,0
ZCWPW2,0,0,0,0,0,0,0,0,0,0,0
ATF1,0,0,0,0,0,0,0,0,0,0,0
DAAM1,1,0,0,0,1,0,0,0,0,0,2
MMP16,0,0,0,0,0,0,0,0,0,0,0
SH3RF2,0,0,0,0,1,1,0,0,0,0,2
PLD1,0,0,0,0,1,0,0,0,0,0,1
GTF2I,0,0,0,0,0,0,0,0,0,0,0
HAS2,1,0,0,0,0,0,0,0,0,0,1
SPTLC2,0,0,0,1,0,0,0,0,0,0,1
MEF2D,0,0,0,0,0,0,0,0,0,0,0
ZNF221,1,0,0,0,0,0,0,0,0,0,1
GPC5,0,0,0,0,0,0,0,0,0,0,0
ARNT2,1,0,0,0,0,0,0,0,0,0,1
ACTR3C,1,0,0,0,0,0,0,0,0,0,1
SLBP,0,0,0,0,0,0,0,0,0,0,0
GCC1,0,0,0,0,0,0,0,0,0,0,0
ERMN,0,0,0,0,0,0,0,0,0,0,0
IL2RA,0,0,0,0,0,0,0,0,0,0,0
LATS2,0,0,0,0,0,0,0,0,0,0,0
PDZK1IP1,0,0,0,0,0,0,0,0,0,0,0
ZCCHC9,0,0,0,0,0,0,0,0,0,0,0
PURA,0,0,0,0,0,0,0,0,0,0,0
SMYD2,0,0,0,0,0,0,0,0,0,0,0
GPR183,0,0,0,0,0,0,0,0,0,0,0
AMY2A,0,0,0,0,0,0,0,0,0,0,0
ZDHHC7,0,0,0,0,0,0,0,0,0,0,0
FKBP3,0,0,0,0,0,0,0,0,0,0,0
DYDC2,0,0,0,0,0,0,0,0,0,0,0
SLX4IP,0,0,0,0,0,0,0,0,0,0,0
MRPS34,0,0,0,0,0,0,0,0,0,0,0
LNX2,0,0,0,0,0,0,0,0,0,0,0
BANF1,0,0,0,0,0,0,0,0,0,0,0
PDZK1,0,0,0,0,0,0,0,0,0,0,0
CSTF2T,1,0,0,0,0,0,0,0,0,0,1
RAD23B,0,0,0,0,0,0,0,0,0,0,0
SPEN,1,1,0,0,0,0,0,0,0,0,2
ETHE1,0,0,0,0,0,0,0,0,0,0,0
UBAP2L,0,0,0,1,1,0,0,0,0,0,2
LXN,0,0,0,0,0,0,0,0,0,0,0
TM7SF2,0,0,0,0,0,0,0,0,0,0,0
ZNF572,0,0,0,0,0,0,0,0,0,0,0
ZHX1,0,0,1,0,0,0,0,0,0,0,1
CBX3,0,0,0,0,1,0,0,0,0,0,1
METTL5,0,0,0,0,0,0,0,0,0,0,0
ZNF232,0,0,0,0,0,0,0,0,0,0,0
MAP1S,0,0,0,0,0,0,0,0,0,0,0
APC2,0,0,0,0,0,0,0,0,0,0,0
COPS7A,0,0,0,0,1,0,0,0,0,0,1
REEP5,0,0,0,0,0,0,0,0,0,0,0
PPIH,0,0,0,0,0,0,0,0,0,0,0
TMEM134,0,0,0,0,0,0,0,0,0,0,0
SECISBP2,0,0,0,0,0,0,0,0,0,0,0
PDCD2,0,0,0,0,0,0,0,0,0,0,0
ZNF777,0,0,0,0,0,0,0,0,0,0,0
SLC25A39,0,0,0,0,0,0,0,0,0,0,0
TTC21A,0,0,1,0,0,0,0,0,0,0,1
OSTF1,0,0,0,0,0,0,0,0,0,0,0
SIMC1,1,0,0,0,0,0,0,0,0,0,1
ABAT,0,0,0,0,0,0,0,0,0,0,0
FAM189B,0,0,0,0,0,0,0,0,0,0,0
SYNC,0,0,0,0,0,0,0,0,0,0,0
MYL6,0,0,0,0,0,0,0,0,0,0,0
OMG,0,1,0,0,0,0,0,0,0,0,1
CD79A,0,0,0,0,0,0,0,0,0,0,0
FAM204A,0,0,0,0,0,0,0,0,0,0,0
R3HDM1,0,1,0,0,0,0,0,0,0,0,1
DNMT3B,0,0,0,0,0,0,0,0,0,0,0
GNAZ,0,0,0,0,0,0,0,0,0,0,0
ZFP36L1,0,0,0,0,0,1,0,0,0,0,1
SMARCD3,0,0,0,0,0,0,0,0,0,0,0
TSC22D1,0,0,0,0,0,0,0,0,0,0,0
PLD3,0,0,0,0,0,0,0,0,0,0,0
SLC26A11,0,0,0,0,0,0,0,0,0,0,0
CCDC74A,0,0,0,0,0,0,0,0,0,0,0
KAT5,0,0,0,0,0,0,0,0,0,0,0
ACBD3,0,0,0,0,0,0,0,0,0,0,0
SERPING1,0,0,0,0,1,0,0,0,0,0,1
TXNL4A,0,0,0,0,0,0,0,0,0,0,0
IL10RB,0,0,0,0,0,0,0,0,0,0,0
HCRTR1,0,0,0,0,0,0,0,0,0,0,0
MED20,0,0,0,0,0,0,0,0,0,0,0
RPP14,0,0,0,0,0,0,0,0,0,0,0
DCPS,0,0,0,0,0,0,0,0,0,0,0
NUF2,0,0,0,0,0,0,0,0,0,0,0
VPS4B,0,0,0,0,0,0,0,0,0,0,0
ALAS2,0,1,1,0,1,0,0,0,0,0,3
FCRL3,0,0,0,0,0,0,0,0,0,0,0
PFKL,0,0,0,0,0,0,0,0,0,0,0
TGFB1I1,0,0,0,0,0,0,0,0,0,0,0
GTSE1,0,0,0,0,0,0,0,0,0,0,0
VIPR1,0,0,0,0,0,0,0,0,0,0,0
P4HA3,0,0,0,0,0,0,0,0,0,0,0
PDIA4,0,0,0,0,0,0,0,0,0,0,0
ARHGAP31,0,0,0,0,1,0,0,0,0,0,1
